500,1,1,0.947816
500,1,2,0.511993
500,1,4,0.270074
500,1,8,0.141606
500,1,16,0.074141
500,1,32,0.039580
500,1,64,0.022097
500,1,128,0.016882
500,1,256,0.016728
500,2,1,0.524183
500,2,2,0.269191
500,2,4,0.140726
500,2,8,0.073723
500,2,16,0.038414
500,2,32,0.020986
500,2,64,0.016869
500,2,128,0.016891
500,2,256,0.016866
500,4,1,0.274894
500,4,2,0.140752
500,4,4,0.073451
500,4,8,0.038003
500,4,16,0.020545
500,4,32,0.016726
500,4,64,0.016713
500,4,128,0.016708
500,4,256,0.016703
500,8,1,0.140008
500,8,2,0.073351
500,8,4,0.038039
500,8,8,0.020476
500,8,16,0.016870
500,8,32,0.016711
500,8,64,0.016714
500,8,128,0.016704
500,8,256,0.016707
500,16,1,0.077168
500,16,2,0.039990
500,16,4,0.021741
500,16,8,0.016740
500,16,16,0.016924
500,16,32,0.016708
500,16,64,0.016710
500,16,128,0.016716
500,16,256,0.016868
1000,1,1,3.032390
1000,1,2,1.704759
1000,1,4,0.951268
1000,1,8,0.517709
1000,1,16,0.277830
1000,1,32,0.148339
1000,1,64,0.081576
1000,1,128,0.042585
1000,1,256,0.032819
1000,2,1,1.701285
1000,2,2,0.949187
1000,2,4,0.515344
1000,2,8,0.276502
1000,2,16,0.145906
1000,2,32,0.076993
1000,2,64,0.042920
1000,2,128,0.023352
1000,2,256,0.017008
1000,4,1,0.953650
1000,4,2,0.515527
1000,4,4,0.275398
1000,4,8,0.145901
1000,4,16,0.076243
1000,4,32,0.040266
1000,4,64,0.022934
1000,4,128,0.016717
1000,4,256,0.016729
1000,8,1,0.514190
1000,8,2,0.274375
1000,8,4,0.146041
1000,8,8,0.075853
1000,8,16,0.040014
1000,8,32,0.022438
1000,8,64,0.016754
1000,8,128,0.016898
1000,8,256,0.016824
1000,16,1,0.290974
1000,16,2,0.152300
1000,16,4,0.078738
1000,16,8,0.041860
1000,16,16,0.022674
1000,16,32,0.016963
1000,16,64,0.016701
1000,16,128,0.016750
1000,16,256,0.016715
2000,1,1,9.160242
2000,1,2,4.577012
2000,1,4,3.050822
2000,1,8,1.743966
2000,1,16,0.969056
2000,1,32,0.537186
2000,1,64,0.306581
2000,1,128,0.161289
2000,1,256,0.114830
2000,2,1,4.573417
2000,2,2,3.046772
2000,2,4,1.723490
2000,2,8,0.965950
2000,2,16,0.530799
2000,2,32,0.288618
2000,2,64,0.162388
2000,2,128,0.083910
2000,2,256,0.062484
2000,4,1,3.046529
2000,4,2,1.717489
2000,4,4,0.956643
2000,4,8,0.526851
2000,4,16,0.284745
2000,4,32,0.150938
2000,4,64,0.084582
2000,4,128,0.045065
2000,4,256,0.033497
2000,8,1,1.712140
2000,8,2,0.953566
2000,8,4,0.524624
2000,8,8,0.282941
2000,8,16,0.148323
2000,8,32,0.079959
2000,8,64,0.045430
2000,8,128,0.026031
2000,8,256,0.020285
2000,16,1,1.010080
2000,16,2,0.552361
2000,16,4,0.297110
2000,16,8,0.158074
2000,16,16,0.082387
2000,16,32,0.045931
2000,16,64,0.026207
2000,16,128,0.020312
2000,16,256,0.020262
